Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Publisher,Document Type,Source,clean_title,clean_doi,ex_VRP,ex_Human,ex_Heur,VRP_Subtopic,Human_Subtopic,Heur_Subtopic
"Ewbank, H.; Wanke, P.; Corrêa, H.L.","Ewbank, Henrique (57053430300); Wanke, P. F. (16200418700); Corrêa, Henrique Luiz (7006328260)",57053430300; 16200418700; 7006328260,Fleet dimensioning and scheduling in the Brazilian ethanol industry: A fuzzy logic approach,2020,International Journal of Industrial and Systems Engineering,34,1,,65,83,0,10.1504/IJISE.2020.104318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077555019&doi=10.1504%2FIJISE.2020.104318&partnerID=40&md5=e238356cbd6b131b1a8019ba55437dd9,"COPPEAD Graduate Business School, Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Crummer Graduate School of Business, Rollins College, Winter Park, FL, United States","Ewbank, Henrique, COPPEAD Graduate Business School, Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Wanke, P. F., COPPEAD Graduate Business School, Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Corrêa, Henrique Luiz, Crummer Graduate School of Business, Rollins College, Winter Park, FL, United States",Expert system; Fuzzy logic; Job scheduling; MDVRP; Multi-depot vehicle routing problem; Real-world problem,Inderscience Publishers,Conference paper,Scopus,fleet dimensioning and scheduling in the brazilian ethanol industry a fuzzy logic approach,10.1504/ijise.2020.104318,True,True,True,VRP T1,Human T2,Heur T4
"Primova, H.; Yalgashev, O.; Safarova Ulmasovna, L.","Primova, Holida A. (57206662714); Yalgashev, Olimjon R. (56405619400); Safarova Ulmasovna, Lola U. (57206656231)",57206662714; 56405619400; 57206656231,Solution of the multi-criterial routing problem in telecommunication networks,2019,"International Conference on Information Science and Communications Technologies: Applications, Trends and Opportunities, ICISCT 2019",,,9012045,,,9,10.1109/ICISCT47635.2019.9012045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082382208&doi=10.1109%2FICISCT47635.2019.9012045&partnerID=40&md5=28b984d789d793cf35dc43ca2f2e8fd4,"National University of Uzbekistan named after Mirzo Ulugbek, Tashkent, Uzbekistan; Samarqand Veterinariya Meditsinasi Instituti, Samarkand, Samarqand, Uzbekistan","Primova, Holida A., National University of Uzbekistan named after Mirzo Ulugbek, Tashkent, Uzbekistan; Yalgashev, Olimjon R., National University of Uzbekistan named after Mirzo Ulugbek, Tashkent, Uzbekistan; Safarova Ulmasovna, Lola U., Samarqand Veterinariya Meditsinasi Instituti, Samarkand, Samarqand, Uzbekistan",fuzzy sets; membership function; objective function; optimization; routing; telecommunications,Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,solution of the multicriterial routing problem in telecommunication networks,10.1109/icisct47635.2019.9012045,True,True,True,VRP T2,Other,Heur T4
"Soeffker, N.; Ulmer, M.W.; Mattfeld, D.C.","Soeffker, Ninja (57189641955); Ulmer, Marlin Wolf (57147181500); Mattfeld, Dirk Christian (35607509500)",57189641955; 57147181500; 35607509500,Adaptive State Space Partitioning for Dynamic Decision Processes,2019,Business and Information Systems Engineering,61,3,,261,275,7,10.1007/s12599-019-00582-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066314758&doi=10.1007%2Fs12599-019-00582-7&partnerID=40&md5=60f2ac71f0ca3732cabbdb5845ebf1ee,"Technische Universität Braunschweig, Braunschweig, Niedersachsen, Germany","Soeffker, Ninja, Technische Universität Braunschweig, Braunschweig, Niedersachsen, Germany; Ulmer, Marlin Wolf, Technische Universität Braunschweig, Braunschweig, Niedersachsen, Germany; Mattfeld, Dirk Christian, Technische Universität Braunschweig, Braunschweig, Niedersachsen, Germany",Approximate dynamic programming; Data-driven modeling and simulation; Dynamic service routing; Simulation-based optimization; State space partitioning,Gabler Verlag,Article,Scopus,adaptive state space partitioning for dynamic decision processes,10.1007/s12599-019-00582-7,True,True,True,VRP T1,Human T2,Heur T3
"de Frutos, R.M.G.; Casas-Méndez, B.","de Frutos, Roque M.Guitián (57736607200); Casas-Méndez, Balbina Virginia (8878583500)",57736607200; 8878583500,Routing problems in agricultural cooperatives: A model for optimization of transport vehicle logistics,2019,IMA Journal of Management Mathematics,30,4,,387,412,7,10.1093/imaman/dpy010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100197686&doi=10.1093%2Fimaman%2Fdpy010&partnerID=40&md5=eb1ffb0e1a47023c726c1c7b6524c43f,"Faculty of Chemistry, Santiago de Compostela, Spain; Department of Statistics, Universidade de Santiago de Compostela, Santiago de Compostela, A Coruna, Spain","de Frutos, Roque M.Guitián, Faculty of Chemistry, Santiago de Compostela, Spain, Department of Statistics, Universidade de Santiago de Compostela, Santiago de Compostela, A Coruna, Spain; Casas-Méndez, Balbina Virginia, Faculty of Chemistry, Santiago de Compostela, Spain, Department of Statistics, Universidade de Santiago de Compostela, Santiago de Compostela, A Coruna, Spain",agricultural cooperative; decision support systems; graphical interface;; insertion heuristic algorithm; planning and scheduling of routes; simulated annealing algorithm,Oxford University Press,Article,Scopus,routing problems in agricultural cooperatives a model for optimization of transport vehicle logistics,10.1093/imaman/dpy010,True,True,True,Other,Human T1,Heur T1
"Zhang, T.; Yang, X.; Yu, A.; Wang, X.","Zhang, Ting (55729013700); Yang, Xintong (57222328275); Yu, Ailin (57220791935); Wang, Xiaoming (56313011300)",55729013700; 57222328275; 57220791935; 56313011300,Home health care routing problem via off-line learning and neural network,2019,Procedia CIRP,83,,,193,197,5,10.1016/j.procir.2019.03.088,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070550952&doi=10.1016%2Fj.procir.2019.03.088&partnerID=40&md5=1466b7a0b9a791271bcec225292ad334,"College of Urban Transportation and Logistics, Shenzhen Technology University, Shenzhen, Guangdong, China; Guangdong CIMS Provincial Key Lab, Guangdong University of Technology, Guangzhou, Guangdong, China","Zhang, Ting, College of Urban Transportation and Logistics, Shenzhen Technology University, Shenzhen, Guangdong, China, Guangdong CIMS Provincial Key Lab, Guangdong University of Technology, Guangzhou, Guangdong, China; Yang, Xintong, College of Urban Transportation and Logistics, Shenzhen Technology University, Shenzhen, Guangdong, China; Yu, Ailin, College of Urban Transportation and Logistics, Shenzhen Technology University, Shenzhen, Guangdong, China; Wang, Xiaoming, College of Urban Transportation and Logistics, Shenzhen Technology University, Shenzhen, Guangdong, China",Home health care; Neural network; Q learning; Reinforcement learning; Routing problem; Smart decision-making,Elsevier B.V.,Conference paper,Scopus,home health care routing problem via offline learning and neural network,10.1016/j.procir.2019.03.088,True,True,True,VRP T2,Human T3,Heur T2
"Sun, Y.; Zhang, G.; Hong, Z.; Dong, K.","Sun, Yan (56180991200); Zhang, Guijie (56222338200); Hong, Zhijuan (56024423300); Dong, Kunxiang (57191089090)",56180991200; 56222338200; 56024423300; 57191089090,How uncertain information on service capacity influences the intermodal routing decision: A fuzzy programming perspective,2018,Information (Switzerland),9,1,24,,,21,10.3390/info9010024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041338841&doi=10.3390%2Finfo9010024&partnerID=40&md5=55401ee0e6d4702b5b97f7afb04df8e0,"School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, Shandong, China","Sun, Yan, School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, Shandong, China; Zhang, Guijie, School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, Shandong, China; Hong, Zhijuan, School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, Shandong, China; Dong, Kunxiang, School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, Shandong, China",Capacity uncertainty; Fuzzy programming; Intermodal transportation; Routing decision,MDPI AG Postfach Basel CH-4005,Article,Scopus,how uncertain information on service capacity influences the intermodal routing decision a fuzzy programming perspective,10.3390/info9010024,True,True,True,VRP T1,Human T3,Heur T4
"Nowakowski, P.; Król, A.; Mrówczyńska, B.","Nowakowski, Piotr (36943519100); Król, Aleksander (55806685600); Mrówczyńska, Bogna (55964918800)",36943519100; 55806685600; 55964918800,"Supporting mobile WEEE collection on demand: A method for multi-criteria vehicle routing, loading and cost optimisation",2017,Waste Management,69,,,377,392,44,10.1016/j.wasman.2017.07.045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026744146&doi=10.1016%2Fj.wasman.2017.07.045&partnerID=40&md5=87ebabcd2701939a4d7a62c9894ed9a9,"Faculty of Transport, Silesian University of Technology, Gliwice, Silesian, Poland","Nowakowski, Piotr, Faculty of Transport, Silesian University of Technology, Gliwice, Silesian, Poland; Król, Aleksander, Faculty of Transport, Silesian University of Technology, Gliwice, Silesian, Poland; Mrówczyńska, Bogna, Faculty of Transport, Silesian University of Technology, Gliwice, Silesian, Poland",Fuzzy logic; Genetic algorithms; Mobile collection; Routing and loading optimisation; Waste collection and transportation; Waste electrical and electronic equipment,Elsevier Ltd,Article,Scopus,supporting mobile weee collection on demand a method for multicriteria vehicle routing loading and cost optimisation,10.1016/j.wasman.2017.07.045,True,True,True,VRP T1,Other,Heur T4
"Stodola, P.; Mazal, J.","Stodola, Petr (26435522100); Mazal, Jan (36195725700)",26435522100; 36195725700,Model of optimal cooperative reconnaissance and its solution using metaheuristic methods,2017,Defence Science Journal,67,5,,529,535,19,10.14429/dsj.67.10530,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029575821&doi=10.14429%2Fdsj.67.10530&partnerID=40&md5=ee59ba84ff3b6e098f90c5a1c0b59bba,"Univerzita obrany v Brne, Brno, Czech Republic","Stodola, Petr, Univerzita obrany v Brne, Brno, Czech Republic; Mazal, Jan, Univerzita obrany v Brne, Brno, Czech Republic",Ant colony optimisation; Decision support system; Metaheuristic solution; Multi-depot vehicle routing problem; Optimal cooperative reconnaissance; Simulated annealing,Defense Scientific Information and Documentation Centre,Article,Scopus,model of optimal cooperative reconnaissance and its solution using metaheuristic methods,10.14429/dsj.67.10530,True,True,True,VRP T2,Human T1,Heur T1
"Ferreira, B.; Boljuncic, S.; Petrović, T.; Bogdan, S.","Ferreira, Barbara Arbanas (56896086500); Boljuncic, Sara (57196094265); Petrović, Tamara (24924049500); Bogdan, Stjepan (7003790565)",56896086500; 57196094265; 24924049500; 7003790565,Decentralized Energy Sharing Protocol using TÆMS Framework and Coalition-based Metaheuristic for Heterogeneous Robotic Systems,2017,IFAC-PapersOnLine,50,1,,5914,5919,2,10.1016/j.ifacol.2017.08.1377,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031814336&doi=10.1016%2Fj.ifacol.2017.08.1377&partnerID=40&md5=242f9d82e5123b176ee7979f857b3fb6,"Laboratory for Robotics and Intelligent Control Systems, University of Zagreb, Faculty of Electrical Engineering and Computing, Zagreb, Croatia","Ferreira, Barbara Arbanas, Laboratory for Robotics and Intelligent Control Systems, University of Zagreb, Faculty of Electrical Engineering and Computing, Zagreb, Croatia; Boljuncic, Sara, Laboratory for Robotics and Intelligent Control Systems, University of Zagreb, Faculty of Electrical Engineering and Computing, Zagreb, Croatia; Petrović, Tamara, Laboratory for Robotics and Intelligent Control Systems, University of Zagreb, Faculty of Electrical Engineering and Computing, Zagreb, Croatia; Bogdan, Stjepan, Laboratory for Robotics and Intelligent Control Systems, University of Zagreb, Faculty of Electrical Engineering and Computing, Zagreb, Croatia",decentralized systems; distributed artificial intelligence; Hierarchical decision making; scheduling algorithms,Elsevier B.V.,Conference paper,Scopus,decentralized energy sharing protocol using tæms framework and coalitionbased metaheuristic for heterogeneous robotic systems,10.1016/j.ifacol.2017.08.1377,False,True,True,Other,Human T3,Heur T1
"Wichapa, N.; Khokhajaikiat, P.","Wichapa, Narong (57193743159); Khokhajaikiat, Porntep (6507639061)",57193743159; 6507639061,Using the hybrid fuzzy goal programming model and hybrid genetic algorithm to solve a multi-objective location routing problem for infectious waste disposal,2017,Journal of Industrial Engineering and Management,10,5,,853,886,16,10.3926/jiem.2353,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036644104&doi=10.3926%2Fjiem.2353&partnerID=40&md5=6e406c90b1097ebeb37b9b490ef2aa76,"Khon Kaen University, Khon Kaen, Thailand","Wichapa, Narong, Khon Kaen University, Khon Kaen, Thailand; Khokhajaikiat, Porntep, Khon Kaen University, Khon Kaen, Thailand",Fuzzy analytic hierarchy process; Fuzzy goal programming model; Hybrid genetic algorithm; Infectious waste disposal; Location routing problem; Multi-criteria decision making; Multi-objective facility location problem,Universitat Politecnica de Catalunya editor@jiem.org,Article,Scopus,using the hybrid fuzzy goal programming model and hybrid genetic algorithm to solve a multiobjective location routing problem for infectious waste disposal,10.3926/jiem.2353,True,True,True,VRP T4,Human T3,Heur T4
"Szczepański, E.; Żak, J.; Jacyna-Gołda, I.; Murawski, J.","Szczepański, Emilian (55746937600); Żak, Jolanta Katarzyna (53983370800); Jacyna-Gołda, I. (55700723700); Murawski, Jakub (57090546200)",55746937600; 53983370800; 55700723700; 57090546200,Simulation Support of Freight Delivery Schedule in Urban Areas,2017,Procedia Engineering,187,,,520,525,13,10.1016/j.proeng.2017.04.409,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020810071&doi=10.1016%2Fj.proeng.2017.04.409&partnerID=40&md5=1fea8d454f222ab6882ec80b7afc4724,"Faculty of Transport, Politechnika Warszawska, Warsaw, MA, Poland; Faculty of Mechanical and Industrial Engineering, Politechnika Warszawska, Warsaw, MA, Poland","Szczepański, Emilian, Faculty of Transport, Politechnika Warszawska, Warsaw, MA, Poland; Żak, Jolanta Katarzyna, Faculty of Transport, Politechnika Warszawska, Warsaw, MA, Poland; Jacyna-Gołda, I., Faculty of Mechanical and Industrial Engineering, Politechnika Warszawska, Warsaw, MA, Poland; Murawski, Jakub, Faculty of Transport, Politechnika Warszawska, Warsaw, MA, Poland",FlexSim; freight transport; multicriteria optimization; simulation model; VRP,Elsevier Ltd,Conference paper,Scopus,simulation support of freight delivery schedule in urban areas,10.1016/j.proeng.2017.04.409,True,True,True,VRP T1,Human T2,Heur T1
"Sakhala, N.K.; Jha, J.K.","Sakhala, Nitin Kumar (57193069890); Jha, J. K. (26635209900)",57193069890; 26635209900,Developing decision support system for heterogeneous fleet vehicle routing problem using hybrid heuristic,2017,International Journal of Logistics Systems and Management,26,2,,253,276,11,10.1504/IJLSM.2017.081502,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010390769&doi=10.1504%2FIJLSM.2017.081502&partnerID=40&md5=7bfe648bddf2b6d023c9f46a5fdbf765,"Department of Industrial and Systems Engineering, Indian Institute of Technology Kharagpur, Kharagpur, WB, India","Sakhala, Nitin Kumar, Department of Industrial and Systems Engineering, Indian Institute of Technology Kharagpur, Kharagpur, WB, India; Jha, J. K., Department of Industrial and Systems Engineering, Indian Institute of Technology Kharagpur, Kharagpur, WB, India",Decision support system; DSS; Heterogeneous fleet; Improvement and construction heuristics; Vehicle routing problem; VRP,Inderscience Publishers,Article,Scopus,developing decision support system for heterogeneous fleet vehicle routing problem using hybrid heuristic,10.1504/ijlsm.2017.081502,True,True,True,VRP T2,Human T1,Heur T1
"Min, H.; Melachrinoudis, E.","Min, Hokey (59865152400); Melachrinoudis, Emanuel L. (7004681176)",59865152400; 7004681176,A model-based decision support system for solving vehicle routing and driver scheduling problems under hours of service regulations,2016,International Journal of Logistics Research and Applications,19,4,,256,277,15,10.1080/13675567.2015.1075475,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945231665&doi=10.1080%2F13675567.2015.1075475&partnerID=40&md5=0dffd4cae176ceec25f49b54150f63d1,"Department of Management, Bowling Green State University, Bowling Green, OH, United States; College of Engineering, Boston, MA, United States","Min, Hokey, Department of Management, Bowling Green State University, Bowling Green, OH, United States; Melachrinoudis, Emanuel L., College of Engineering, Boston, MA, United States",decision support systems; hours-of-service rules; metaheuristics,Taylor and Francis Ltd. michael.wagreich@univie.ac.at,Article,Scopus,a modelbased decision support system for solving vehicle routing and driver scheduling problems under hours of service regulations,10.1080/13675567.2015.1075475,True,True,True,Other,Human T1,Heur T1
"Wang, Y.; Ma, X.; Xu, M.; Wang, Y.; Liu, Y.","Wang, Yong (56018368000); Ma, Xiaolei (27171077400); Xu, Maozeng (55861330500); Wang, Yinhai (35194956300); Liu, Yong (57201749293)",56018368000; 27171077400; 55861330500; 35194956300; 57201749293,Vehicle routing problem based on a fuzzy customer clustering approach for logistics network optimization,2015,Journal of Intelligent and Fuzzy Systems,29,4,,1427,1442,29,10.3233/IFS-151578,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946832934&doi=10.3233%2FIFS-151578&partnerID=40&md5=8770b37fcd74b2f73045f02cf7b4577f,"School of Management, Chongqing Jiaotong University, Chongqing, Chongqing, China; School of Transportation Science and Engineering, Beihang University, Beijing, China; UW College of Engineering, Seattle, WA, United States","Wang, Yong, School of Management, Chongqing Jiaotong University, Chongqing, Chongqing, China; Ma, Xiaolei, School of Transportation Science and Engineering, Beihang University, Beijing, China; Xu, Maozeng, School of Management, Chongqing Jiaotong University, Chongqing, Chongqing, China; Wang, Yinhai, UW College of Engineering, Seattle, WA, United States; Liu, Yong, School of Management, Chongqing Jiaotong University, Chongqing, Chongqing, China",axiomatic fuzzy set; dynamic programming approach; fuzzy clustering algorithm; technique for order preference by similarity to ideal solution (TOPSIS); Vehicle routing problem,IOS Press Nieuwe Hemweg 6B Amsterdam 1013 BG,Article,Scopus,vehicle routing problem based on a fuzzy customer clustering approach for logistics network optimization,10.3233/ifs-151578,True,True,True,VRP T2,Human T2,Heur T4
"Talarico, L.; Sörensen, K.; Springael, J.","Talarico, Luca (56340373400); Sörensen, Kenneth (7202406244); Springael, Johan (6603823123)",56340373400; 7202406244; 6603823123,The k-dissimilar vehicle routing problem,2015,European Journal of Operational Research,244,1,,129,140,45,10.1016/j.ejor.2015.01.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930480707&doi=10.1016%2Fj.ejor.2015.01.019&partnerID=40&md5=9570a16507c6662bac7afce06eb726f7,"Universiteit Antwerpen, Antwerpen, VAN, Belgium","Talarico, Luca, Universiteit Antwerpen, Antwerpen, VAN, Belgium; Sörensen, Kenneth, Universiteit Antwerpen, Antwerpen, VAN, Belgium; Springael, Johan, Universiteit Antwerpen, Antwerpen, VAN, Belgium",Combinatorial optimization; Decision support systems; Logistics; Metaheuristic; Risk management,Elsevier B.V.,Conference paper,Scopus,the kdissimilar vehicle routing problem,10.1016/j.ejor.2015.01.019,True,True,True,VRP T3,Human T1,Heur T1
"Eroğlu, H.; Aydin, M.","Eroğlu, Hasan (36974966800); Aydin, Musa (57204349672)",36974966800; 57204349672,"Optimization of electrical power transmission lines' routing using AHP, fuzzy AHP, and GIS",2015,Turkish Journal of Electrical Engineering and Computer Sciences,23,5,,1418,1430,25,10.3906/elk-1211-59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938634004&doi=10.3906%2Felk-1211-59&partnerID=40&md5=bcb2b780ef9db7c7ed59102a71ba01d1,"Department of Electrical and Electronic Engineering, Gümüşhane Üniversitesi, Gumushane, Gumushane, Turkey; Department of Electrical and Electronic Engineering, Selçuk Üniversitesi, Selçuklu, Konya, Turkey","Eroğlu, Hasan, Department of Electrical and Electronic Engineering, Gümüşhane Üniversitesi, Gumushane, Gumushane, Turkey; Aydin, Musa, Department of Electrical and Electronic Engineering, Selçuk Üniversitesi, Selçuklu, Konya, Turkey",Energy transmission line; Fuzzy analytic hierarchy process; GIS; Least cost path; Multicriteria decision; Optimum route,Turkiye Klinikleri Journal of Medical Sciences Talapapa Bulvary no. 102 Hamammonu 1 06230,Article,Scopus,optimization of electrical power transmission lines routing using ahp fuzzy ahp and gis,10.3906/elk-1211-59,True,True,True,Other,Human T3,Heur T4
"Sirbiladze, G.; Kacprzyk, J.; Lozano, J.A.; Ghvaberidze, B.; Midodashvili, B.; Matsaberidze, B.; Khutsishvili, I.","Sirbiladze, Gia G. (55975101400); Kacprzyk, Janusz (26643457100); Lozano, José A. (35473051700); Ghvaberidze, Bezhan (26321063400); Midodashvili, Bidzina G. (24332709200); Matsaberidze, Bidzina (26321150500); Khutsishvili, Irina (35076126000)",55975101400; 26643457100; 35473051700; 26321063400; 24332709200; 26321150500; 35076126000,A Fuzzy Multi-Objective Emergency Logistic Planning Model for the Selection of Shelters’ Locations and Victims’ Evacuation in Disaster-Affected Areas; ფაზი-მრავალკრიტერიუმიანი გადაუდებელი ლოგისტიკის დაგეგმვის მოდელი თავშესაფრების ადგილმდებარეობის შერჩევისა და დაზარალებულთა ევაკუაციისთვის კატასტროფის რაიონებში,2025,Bulletin of the Georgian National Academy of Sciences,19,4,,31,39,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029350848&partnerID=40&md5=c8e15a651fbd73d9de9bf1a032eb0ffc,"Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Tbilisi, Georgia; Intelligent Systems Laboratory, Systems Research Institute of the Polish Academy of Sciences, Warsaw, MA, Poland; Department of Computer Science and Artificial Intelligence, Universidad del Pais Vasco, Leioa, Biscay, Spain","Sirbiladze, Gia G., Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Tbilisi, Georgia; Kacprzyk, Janusz, Intelligent Systems Laboratory, Systems Research Institute of the Polish Academy of Sciences, Warsaw, MA, Poland; Lozano, José A., Department of Computer Science and Artificial Intelligence, Universidad del Pais Vasco, Leioa, Biscay, Spain; Ghvaberidze, Bezhan, Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Tbilisi, Georgia; Midodashvili, Bidzina G., Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Tbilisi, Georgia; Matsaberidze, Bidzina, Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Tbilisi, Georgia; Khutsishvili, Irina, Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Tbilisi, Georgia",choquet integral; fuzzy facility location problem; fuzzy measure; fuzzy muliti-objective optimization; fuzzy sets; humanitarian relief logistics; interactive MADM; possibility measure,Georgian National Academy of Sciences,Article,Scopus,a fuzzy multiobjective emergency logistic planning model for the selection of shelters locations and victims evacuation in disasteraffected areas ფაზიმრავალკრიტერიუმიანი გადაუდებელი ლოგისტიკის დაგეგმვის მოდელი თავშესაფრების ადგილმდებარეობის შერჩევისა და დაზარალებულთა ევაკუაციისთვის კატასტროფის რაიონებში,,True,True,True,VRP T4,Human T2,Heur T4
"Sirbiladze, G.; Kacprzyk, J.; Khurodze, R.; Ghvaberidze, B.; Midodashvili, B.; Matsaberidze, B.; Khutsishvili, I.","Sirbiladze, Gia G. (55975101400); Kacprzyk, Janusz (26643457100); Khurodze, Ramaz A. (6507738319); Ghvaberidze, Bezhan (26321063400); Midodashvili, Bidzina G. (24332709200); Matsaberidze, Bidzina (26321150500); Khutsishvili, Irina (35076126000)",55975101400; 26643457100; 6507738319; 26321063400; 24332709200; 26321150500; 35076126000,Humanitarian Relief Logistics Fuzzy Planning Model for the Shelters Location Selection and Evacuation of Victims in the Disaster Region,2024,Bulletin of the Georgian National Academy of Sciences,18,2,,44,51,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200381259&partnerID=40&md5=6cc24c1d21cff9794fd257d71b6a3111,"Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Georgia; Intelligent Systems Laboratory, Systems Research Institute of the Polish Academy of Sciences, Warsaw, MA, Poland; Georgian Academy of Sciences, Tbilisi, Georgia","Sirbiladze, Gia G., Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Georgia; Kacprzyk, Janusz, Intelligent Systems Laboratory, Systems Research Institute of the Polish Academy of Sciences, Warsaw, MA, Poland; Khurodze, Ramaz A., Georgian Academy of Sciences, Tbilisi, Georgia; Ghvaberidze, Bezhan, Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Georgia; Midodashvili, Bidzina G., Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Georgia; Matsaberidze, Bidzina, Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Georgia; Khutsishvili, Irina, Department of Computer Science, Ivane Javakhishvili Tbilsi State University, Georgia",Choquet integral; fuzzy facility location problem; fuzzy measure; fuzzy muliti-objective optimization; fuzzy sets; humanitarian relief logistics; interactive MADM; possibility measure,Georgian National Academy of Sciences,Article,Scopus,humanitarian relief logistics fuzzy planning model for the shelters location selection and evacuation of victims in the disaster region,,True,True,True,VRP T4,Human T2,Heur T4
"Kasputytė, G.; Matusevičius, A.; Krilavičius, T.","Kasputytė, Gabriele (57219532714); Matusevičius, Arnas (58810428900); Krilavičius, Tomas (24923303600)",57219532714; 58810428900; 24923303600,Application of machine learning for improving contemporary ETA forecasting,2022,CEUR Workshop Proceedings,3611,,,83,91,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182281304&partnerID=40&md5=bd474991704aef9289358218b746fcfe,"Department of Mathematics and Statistics, Vytautas Magnus University, Kaunas, Kaunas, Lithuania; Department of Applied Informatics, Vytautas Magnus University, Kaunas, Kaunas, Lithuania; Centre for Applied Research and Development, Lithuania","Kasputytė, Gabriele, Department of Mathematics and Statistics, Vytautas Magnus University, Kaunas, Kaunas, Lithuania, Centre for Applied Research and Development, Lithuania; Matusevičius, Arnas, Department of Mathematics and Statistics, Vytautas Magnus University, Kaunas, Kaunas, Lithuania, Centre for Applied Research and Development, Lithuania; Krilavičius, Tomas, Department of Applied Informatics, Vytautas Magnus University, Kaunas, Kaunas, Lithuania, Centre for Applied Research and Development, Lithuania",Decision Tree; driver's score; Estimated time of arrival (ETA); freight transport; k-Nearest Neighbours; machine learning; Random Forest; ranking; Support Vector Machine; TOPSIS; VIKOR; XGBoost,CEUR-WS,Conference paper,Scopus,application of machine learning for improving contemporary eta forecasting,,False,True,True,Other,Human T3,Heur T2
"Castro Bolaño, L.J.; Uribe-Martes, C.J.; Coronado-Hernandez, J.R.; Ramirez-Rios, D.G.; Herazo-Padilla, N.; Paez-Logreira, H.; Gatica, G.","Castro Bolaño, Lauren J. (57195610180); Uribe-Martes, Carlos J. (57211798710); Coronado-Hernandez, Jairo R. (54383095000); Ramirez-Rios, Diana G. (35957015800); Herazo-Padilla, Nilson (56039755200); Paez-Logreira, Heyder David (56938862500); Gatica, Gustavo (55621116300)",57195610180; 57211798710; 54383095000; 35957015800; 56039755200; 56938862500; 55621116300,A Decision Support System (DSS) for the heuristic allocation and routing of vehicles in urban freight transportation,2021,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2021,E44,,464,472,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134054221&partnerID=40&md5=8754ff173a498d61e8dadce34bc86324,"Universidad de la Costa, Barranquilla, Atlantico, Colombia; Rensselaer Polytechnic Institute, Troy, NY, United States; Universidad del Rosario, Bogota, Colombia; Universidad Andrés Bello, Santiago, RM, Chile","Castro Bolaño, Lauren J., Universidad de la Costa, Barranquilla, Atlantico, Colombia; Uribe-Martes, Carlos J., Universidad de la Costa, Barranquilla, Atlantico, Colombia; Coronado-Hernandez, Jairo R., Universidad de la Costa, Barranquilla, Atlantico, Colombia; Ramirez-Rios, Diana G., Rensselaer Polytechnic Institute, Troy, NY, United States; Herazo-Padilla, Nilson, Universidad del Rosario, Bogota, Colombia; Paez-Logreira, Heyder David, ; Gatica, Gustavo, Universidad Andrés Bello, Santiago, RM, Chile",Decision Support System; heuristics; large-scale optimization; metaheuristics; urban freight transportation; vehicle routing problem,Associacao Iberica de Sistemas e Tecnologias de Informacao,Article,Scopus,a decision support system dss for the heuristic allocation and routing of vehicles in urban freight transportation,,True,True,True,VRP T2,Human T1,Heur T1
